username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
nellielsm_,18/12/2021 20:37,@zeff_alt Ur ass literally read the entire manga u dont have any pic u LIKE,ur literally read entire manga you not picture you like,normal,-0.0688,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
truthngrace,18/12/2021 20:37,bUt uNvAcCiNaTeD cOViD pAtiEnTs aRe tAkiNg uP aLL tHe bEdS,unvaccinated covid patient take bed,normal,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
andytrdmntrucka,18/12/2021 20:37,"@CharlieRWalker I'd do the same in that situation. The occasional travel situation I mentioned, should not be that price. As I mentioned we can walk to our local station, and would take the kids on day trips on the train when they were little, but it was a lot cheaper then ????",i would situation occasional travel situation i mention not price i mention we walk our local station would take kid day trip train they little it lot cheap,normal,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1
seriousjoke143,18/12/2021 20:37,@TronMining Done Sir. Thank you for the opportunity. GOD BLESS YOU ALWAYS ??  https://t.co/ZCiboQQTZ7,sir thank you opportunity god bless you always,normal,0.9006,0.076923077,0,0.230769231,0.230769231,0,0.307692308,0,0,0,0.153846154,2,0,0,0,0,0,0,0,0,0,0,0,0,7
aelizabethmaure,18/12/2021 20:37,@MinofHealthUG I hope you will not plan a self interest lockdown because you need more donations and interrupt the school opening,i hope you not plan self interest lockdown you need donation interrupt school opening,normal,-0.3057,0,0.083333333,0.166666667,0.166666667,0.166666667,0.25,0.083333333,0,0,0.083333333,2,1,0,0,0,0,0,0,0,0,0,0,0,1
charontits,18/12/2021 20:37,as the world caves in,world cave,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
arrg44093586,18/12/2021 20:37,@VLaunchCOM Thank you guys so much for giving us the time window. ????,thank you guy much give us time window,normal,0.7289,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
rased420,18/12/2021 20:37,"@airdropblgspot @shibamusk_io The project is great very professionally and has a clear development plan. Made by a very professional and experienced team. Without a doubt, this is one of the best projects.",project great professionally clear development plan make professional experienced team without doubt one best project,normal,0.9187,0.1,0,0.1,0.4,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
macaula49805980,18/12/2021 20:37,@bendevon2 @Etsy @coderzeelot on Instagram is the best help to get,instagram best help get,normal,0.7845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
sucrose_web,18/12/2021 20:37,@ksin918 @nikki_on_fire @GovMurphy @BillSpadea @Oldglorycries @PaulaCo51119295 @JerseyRizzo @sencorrado @senatortesta @EdTheTruckerNJ @NewDayForNJ @BillyPrempeh also maybe because the nj Governance DOESNT want covid cases hmmmm lets think about that first ! Oh! and also maybe because THEY dont want kids dying ?!?  Cause just recently kids are now available to get vaccinated like my cousin ! she just got vaccinated. Hmmm never thought -,also maybe nj governance not want covid case hmm let us think first oh also maybe they not want kid die recently kid available get vaccinate like my cousin she get vaccinated hmm never think,normal,0.555,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,7
_morticus,18/12/2021 20:37,"@fuck_all_bagels @Kev_Bones @FO_ASchatz You called it recency bias to try to sound smart. Actually told me to read up on it. But like, why wouldnt you use something that you know on this particular day the other team cant stop your team from executing? How can you even feel good abt yourself mocking that statement",you call it recency bias try sound smart actually tell me read it like would not you use something you know particular day team not stop your team execute you even feel good yourself mock statement,normal,0.7085,0,0.090909091,0.090909091,0.363636364,0.090909091,0.181818182,0.090909091,0,0,0.090909091,8,1,0,0,0,0,0,0,0,0,0,0,0,7
nicegirls_lose,18/12/2021 20:37,Drive up or curbside is the energy I want forever because I hate going in the store.,drive curbside energy i want forever i hate go store,normal,-0.3182,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
gwenslucifer,18/12/2021 20:37,"i only have two clips of her voice, the fuck off one and the singing one and she put both in for me ??????",i two clip her voice fuck one sing one she put me,normal,-0.6662,0,0,0.2,0.2,0,0.2,0,0.2,0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,7
ajxplod007,18/12/2021 20:37,"There is no sense in punishing your future for the mistakes of your past. Forgive yourself, grow from it, and then let it go.  HBD BB KING PRATIK",no sense punish your future mistake your past forgive yourself grow it let it go hbd bb king pratik,normal,-0.7351,0.090909091,0,0.090909091,0.090909091,0,0.363636364,0.181818182,0.090909091,0,0.090909091,5,0,0,0,0,0,0,0,0,0,0,0,0,2
sparklejxxx,18/12/2021 20:37,"@indygolfercelt @hilary_collins_ @sandywatso @spectator @FraserNelson Totally missing the point.Emergency circumstance, they are being used to vaccinated people, they have over 7,000 on standby to help out if needed, thats a huge benefit of having a UK armed forces, huge asset to everyone in the UK. Boris isnt the one who wants to break that up .",totally miss point emergency circumstance they use vaccinate people they standby help need huge benefit uk arm force huge asset everyone uk boris not one want break,normal,0.8522,0.222222222,0.111111111,0,0,0.222222222,0.111111111,0.222222222,0.111111111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
theozonorei,18/12/2021 20:37,@p_seonghwaz Someone trying to spend his orbs,someone try spend his orb,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
halifaxauthor,18/12/2021 20:37,"Happy Caturday &amp; Merry Christmas from Wanda &amp; me! Wanda never climbs our Christmas tree, being happy to just nap beneath it, but a few cats have taken up residence among the branches. ??????? #Caturday #Christmas2021 @Hallmark @CarltonCards @McDonaldsCanada @NSSPCA @Garfield  https://t.co/XVjOJYqfwu",happy caturday merry christmas wanda me wanda never climb our christmas tree happy nap beneath it cat take residence among branch,normal,0.8021,0,0.052631579,0.157894737,0.157894737,0.052631579,0.263157895,0,0,0.052631579,0.263157895,1,2,0,0,0,0,0,0,0,0,0,0,0,4
agoldenbarge,18/12/2021 20:37,"You find yourself in The Nonary Towers, widely ridiculed for its fashionable outfit coordination and accessorizing and mastery of Iconoclasm",you find yourself nonary tower widely ridicule its fashionable outfit coordination accessorizing mastery iconoclasm,normal,-0.3612,0,0.2,0,0.1,0,0.3,0.1,0.1,0.1,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
commie_zombie,18/12/2021 20:37,"So the Dems now, on purpose, doubled child poverty.",dems purpose double child poverty,normal,-0.5106,0.125,0.125,0.125,0,0,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eebavb,18/12/2021 20:37,"@TomUllen @6u2m4n @ZubyMusic Pretty much has been my assessment, the elderly, overweight and obese take caution.  The healthy move along and continue your  healthy lifestyle.",pretty much my assessment elderly overweight obese take caution healthy move along continue your healthy lifestyle,normal,0.7269,0.058823529,0.058823529,0.176470588,0.176470588,0.058823529,0.235294118,0.117647059,0,0.058823529,0.058823529,1,1,0,0,0,0,0,0,0,0,0,0,0,5
defimoonbot,18/12/2021 20:37,"@knights_babylon @Louverture_fi Had to search as well. Links are on the App Page, but they should add them to their twitter profile. Busy, I guess!    https://t.co/B4qWfGYdAQ",search well link app page they add them their twitter profile busy i guess,normal,0.2124,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3
_cfc_josh,18/12/2021 20:37,@mcfc_hsm We dont have the best squad in the league at all ???? your bench would come top four,we not best squad league your bench would come top four,normal,-0.5466,0,0,0.25,0.25,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
snr08534037,18/12/2021 20:37,@the_fault_news @RahulGandhi Do you have the spine to stand there for election again,you spine stand election,normal,0,0,0.333333333,0,0,0,0.333333333,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
stillcockymeek,18/12/2021 20:37,The maid cleaned the shit out of our house yesterday,maid clean shit our house yesterday,normal,0.6124,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,9
zxprincezero,18/12/2021 20:37,"@Chlora1888 @Bowens_Official @michaelpavano @glaad @HRC You really have nothing better to do than to go on Twitter and bitch at someone because they called Jesus gay despite all the signs clearly pointing to the guy getting nailed by a dude named Peter.  Then again, he got nailed regardless ?????",you really nothing well go twitter bitch someone they call jesus gay despite sign clearly point guy get nail dude name peter he get nailed regardless,normal,-0.6937,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
blueplush1e,18/12/2021 20:37,"Wait  oh so the bankai of rukia from #BLEACH will be animated too? That was so dope, and icant even  erase it  on my mind after seeing it",wait oh bankai rukia animate dope icant even erase it my mind see it,normal,0,0.2,0,0.2,0,0,0.2,0.4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7
jloholliday,18/12/2021 20:37,A rainbow ?? appeared at the end of the unveiling of Kevin Beattie's statue this morning! ? @runningtucker  https://t.co/00Czbox60o,rainbow appear end unveiling kevin beattie statue morning,normal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
daiyatene,18/12/2021 20:37,"@papiwthawork word, when he out we gotta all come back out there, come see the west coast gang ??????",word he we get come back come see west coast gang,normal,0,0.166666667,0.166666667,0,0.166666667,0,0.333333333,0.166666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
tylerorbits,18/12/2021 20:37,Ugh they werent wrong Aries/Scorpio Venus arguments are the worst,ugh they not wrong aries scorpio venus argument bad,normal,-0.7933,0.125,0.25,0,0,0,0,0.375,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
23meridian,18/12/2021 20:37,"@wilson6923 Over when its not. So yea, people not being vaccinated definitely increases the risks we take everyday. They are fully being mollycoddled by law makers and bosses and we are told daily our lives straight up dont matter, and when we resent that were told were not mad etc",its not yea people not vaccinate definitely increase risk we take everyday they fully mollycoddle law maker boss we tell daily our life straight not matter we resent tell not mad etc,normal,-0.1541,0.133333333,0.133333333,0.133333333,0.133333333,0,0.133333333,0.2,0.066666667,0.066666667,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1
thegringosalado,18/12/2021 20:37,"@NewTide3 @jordanbpeterson @benshapiro @YouTube point all of this becomes untenable. And that is the second purpose in all of this. Outright chaos and disruption. The third purpose, keep people from having children. Convince men they are women + convince women they are men= No Children.",point become untenable second purpose outright chaos disruption third purpose keep people child convince men they woman convince woman they men no child,normal,-0.6597,0.095238095,0.095238095,0.19047619,0.095238095,0.047619048,0.19047619,0.142857143,0.047619048,0,0.095238095,2,0,0,0,0,0,0,0,0,0,0,0,0,0
paxzywrld,18/12/2021 20:37,"Wanna switch to editing, is it worth the time and effort?",want switch edit it worth time effort,normal,0.2263,0,0,0.333333333,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
tusko_d,18/12/2021 20:37,"@poltergeist8319 @PhiwaNk @blazo2012 Also the Ethiopian Jews were relocated to Israel. So you are right, hence they are Israeli citizens today. And those that remain in Ethiopia have a right to claim Israeli citizenship should they desire.",also ethiopian jew relocate israel you right hence they israeli citizen today remain ethiopia right claim israeli citizenship they desire,normal,0.4019,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
lee_g_b,18/12/2021 20:37,"OK, this article would be funny enough because... no, no way are these movies going to have massive box offices but... the image they used in the middle of the article  https://t.co/TxOYVCCx1g",ok article would funny enough no no way movie go massive box office image they use middle article,normal,0.347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
rassace,18/12/2021 20:37,"@SuldanMohamed_ Indeed brother, interesting time for the HoA with exciting future!   And the HoA has the potential to set an amazing path for the rest of Africa..   This is one of the reason the colonial westerners are going crazy!  #NoMore imperialism in Africa!",indeed brother interesting time hoa exciting future hoa potential set amazing path rest africa one reason colonial westerner go crazy imperialism africa,normal,0.8472,0.071428571,0.071428571,0.142857143,0.071428571,0.071428571,0.357142857,0.071428571,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,3
russbarber6,18/12/2021 20:37,@phil_tipson @TheDartsReferee Its definitely rob cross both ranked 11 had won the worlds around 5 years before,its definitely rob cross rank win world around year,normal,0.4215,0.222222222,0.222222222,0,0,0,0,0.222222222,0.222222222,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
lepdavidnowell,18/12/2021 20:37,Thinking of getting away soon? I know I am. On the other hand...  https://t.co/DvLwdRalfL,thinking get away soon i know i hand,normal,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
vocalistskai,18/12/2021 20:37,the moon looks a lot beautiful today..,moon look lot beautiful today,normal,0.5994,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
nishantonl,18/12/2021 20:37,"Feeling emotional and happy seeing this. remind me of the days we use to struggle for trends, we came so far together.   The journey has been beautiful. So happy guys . Congratulations...  SHINING STAR NISHANT",feel emotional happy see remind me day we use struggle trend we come far together journey beautiful happy guy congratulation shin star nishant,normal,0.9022,0.086956522,0.043478261,0.173913043,0.130434783,0,0.260869565,0.043478261,0.043478261,0,0.217391304,0,3,0,0,0,0,0,0,0,0,0,0,0,4
williamtsulliv1,18/12/2021 20:37,"@JacketNation81 Not Harris, either.  I wonder who is pulling the strings?  I doubt it's Abrams.  Soros is remote. FJB/LGB",not harris either i wonder pull string i doubt it abrams soros remote fjb lgb,normal,-0.3612,0.2,0,0,0.2,0,0.2,0.2,0.2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8
cake0006,18/12/2021 20:37,i will spread the word of cake 1!! even to martyrdom!!,i spread word cake even martyrdom,normal,0,0.2,0,0,0.2,0,0.2,0.2,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
the_bluelotus,18/12/2021 20:37,"@calamitykorvus Damn brains! Whats something to help distract? A relaxing show, music, a book?",damn brain something help distract relaxing show music book,normal,0.3923,0,0.125,0,0.125,0,0.125,0.25,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,7
nowisnotthen,18/12/2021 20:37,This is the best news I've heard all year.,best news i hear year,normal,0.6369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
okullathomas,18/12/2021 20:37,@gemmamarierose To you too. Dull grey day here. But this photo just brightened the day. It's gorgeous,you dull grey day photo brighten day it gorgeous,normal,0.6808,0,0,0,0.125,0.125,0.25,0.125,0.125,0,0.25,2,0,1,0,0,0,0,0,0,0,0,0,0,4
keepbristoltidy,18/12/2021 20:37,@RobBryher If you were the human being in the van that was deliberately set on fire whilst you and your colleagues were sat in it in the middle of a baying mob How long would you expect the sentence to be?,you human van deliberately set fire whilst you your colleague sit it middle baying mob long would you expect sentence,normal,-0.2732,0.2,0.133333333,0.2,0.066666667,0.066666667,0.066666667,0.133333333,0.066666667,0.066666667,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7
jouddd__,18/12/2021 20:37,black panther is still the best marvel movie.,black panther still best marvel movie,normal,0.7906,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
paulduval73,18/12/2021 20:37,@PoliticsForAlI @thetimes No thanks. Let's wait for the real data first before relying on another Ferguson doom model. South African data after 6 weeks of Omicron does not justify these measures being introduced in the UK at this moment in time.,no thanks let us wait real data first rely another ferguson doom model south african data week omicron not justify measure introduce uk moment time,normal,-0.25,0.111111111,0,0.222222222,0.222222222,0,0.222222222,0.222222222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
exam_memes1,18/12/2021 20:37,:____My Parents Reaction____: when IG reels continues to play the same songs a number of times.. Whenever I used to scroll:)  https://t.co/QvSPX6NSqG,my parent reaction ig reel continue play songs number time whenever i use scrollsmiley,normal,0.4019,0,0,0.5,0.25,0,0.25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7
